keyword,대분류,중분류,소분류,세분류,세세분류,Feature,synonyms,hyperonym,타사전추가여부,coupang_link,추가일자,보관냉동,보관냉장,보관실온
전갱이,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"비린맛, 감칠맛, 단백함, 해산물향, 등푸른생선, 고소함, 수산물",,,,,,90,2,-
줄전갱이,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"비린맛, 감칠맛, 단백함, 해산물향, 등푸른생선, 고소함, 수산물",,전갱이,,,,90,2,-
청어,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"비린맛, 감칠맛, 단백함, 해산물향, 등푸른생선, 기름짐, 가시많음",,,,,,90,2,-
홍어,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"비린맛, 감칠맛, 단백함, 해산물향, 발효된 맛, 톡쏘는맛, 쫄깃함",,,,,,90,3,-
생선포,재료,식재료 원물,육류/수산/달걀,건조해산물류,생선포류,"감칠맛, 식감추가, 쫄깃함, 건조형, 짭짤함, 수산물, 가공육","동태포, 생선, 흰살생선",-,,,2026-09-07,180,30,
참서대,재료,식재료 원물,육류/수산/달걀,생선류,서대류,"감칠맛, 담백함, 흰살생선, 납작한형태, 수산물, 가열용",,-,,,,90,2,-
소고기다짐육,재료,식재료 원물,육류/수산/달걀,육류,소고기류,"다짐육, 볶음/찜용, 부드러움, 소고기, 단백질, 필수베이스, 양념용","다진소고기, 소고기민찌, 다진 고기, 소고기소보로",소고기,,,2026-09-07,60,2,-
토시살,재료,식재료 원물,육류/수산/달걀,육류,소고기류,"감칠맛, 부위육, 고급육, 소고기, 육향진함, 부드러움, 구이용",안거미살,소고기,,,,90,4,-
살치살,재료,식재료 원물,육류/수산/달걀,육류,소고기류,"감칠맛, 부위육, 구이용, 소고기, 마블링, 기름짐, 입에서녹는","치마살, 소고기 살치살",소고기,,,2026-09-07,90,4,-
소 사태,재료,식재료 원물,육류/수산/달걀,육류,소고기류,"결 많음, 장조림/탕용, 소고기, 질긴식감, 단백질, 장시간가열",아롱사태,소고기,,,,90,4,-
등심,재료,식재료 원물,육류/수산/달걀,육류,소고기류,"결 있음, 구이/스테이크용, 소고기, 적당한지방, 고소함, 대중육","윗등심살, 소고기등심",소고기,,,2026-09-07,90,4,-
부챗살,재료,식재료 원물,육류/수산/달걀,육류,소고기류,"결 있음, 구이용, 소고기, 단백질, 가운데힘줄, 스테이크용","부채살, 소고기 부채살",소고기,,,2026-09-07,90,4,-
소고기패티,재료,식재료 원물,육류/수산/달걀,육류,소고기류,"고기향, 단짠, 식감, 소고기, 가공육, 기름짐, 햄버거용",,소고기,,,,60,3,-
우삼겹,재료,식재료 원물,육류/수산/달걀,육류,소고기류,"기름짐, 얇게 썬 부위육, 소고기, 빠른조리, 고소함, 구이용",업진살,소고기,,,,60,3,-
차돌박이,재료,식재료 원물,육류/수산/달걀,육류,소고기류,"기름짐, 얇게 썬 육류, 구이용, 소고기, 꼬들함, 빠른조리, 고소함",차돌,소고기,,,,60,3,-
소고기,재료,식재료 원물,육류/수산/달걀,육류,소고기류,"다용도, 대중육, 고기향, 단백질, 필수베이스, 가열용, 진한맛","쇠고기, 육우, 송아지고기, 샤브샤브용 소고기, 샤브샤브용 고기, 소고기 아롱사태, 육전용 소고기",,,,2026-09-07,60,4,-
홍두깨살,재료,식재료 원물,육류/수산/달걀,육류,소고기류,"담백함, 결이 있음, 소고기, 저지방, 장조림용, 육전용",소고기 홍두깨살,소고기,,,2026-09-07,60,4,-
우둔살,재료,식재료 원물,육류/수산/달걀,육류,소고기류,"담백함, 장조림/육전용, 소고기, 저지방, 고체형, 단백질",소고기 우둔살,소고기,,,2026-09-07,60,4,-
설도,재료,식재료 원물,육류/수산/달걀,육류,소고기류,"담백함, 탕/장조림/국용, 소고기, 저지방, 거친식감, 가성비",설깃,소고기,,,2026-09-07,60,4,-
양지,재료,식재료 원물,육류/수산/달걀,육류,소고기류,"담백함, 탕용, 삶음용, 소고기, 결대로찢어짐, 국물용, 필수베이스","차돌양지, 국거리용소고기, 소고기양지, 양지머리, 양지고기",소고기,,,2026-09-07,60,4,-
안심,재료,식재료 원물,육류/수산/달걀,육류,소고기류,"부드러움, 구이/스테이크용, 소고기, 저지방, 고급부위, 연함","소안심, 소고기 안심, 소고기안심",소고기,,,2026-09-07,60,4,-
소갈비,재료,식재료 원물,육류/수산/달걀,육류,소고기류,"뼈육, 양념구이/찜용, 소고기, 고소함, 진한맛, 기름짐","LA갈비, 소갈비살, 갈비, 갈빗살, 꽃갈비살, 갈비살",소고기,,,2026-09-07,90,4,-
불고깃감,재료,식재료 원물,육류/수산/달걀,육류,소고기류,"얇은 육류, 양념용, 소고기, 부드러움, 빠른조리, 한식","불고기용소고기, 소고기 불고깃감, 불고기감",소고기,,,2026-09-07,60,3,-
와규,재료,식재료 원물,육류/수산/달걀,육류,소고기류,"풍미, 고급육, 기름짐, 소고기, 마블링, 진한맛, 스테이크용",,소고기,,,,60,4,-
채끝살,재료,식재료 원물,육류/수산/달걀,육류,소고기류,"풍미, 구이용, 고급육, 소고기, 부드러움, 적당한지방, 스테이크용","채끝, 채끝등심",소고기,,,,60,4,-
소시지,재료,식재료 원물,육류/수산/달걀,가공육,소시지류,"감칠맛, 짭짤함, 기름짐, 탱글함, 가공육, 간편식, 아이반찬","소세지, 비엔나소시지, 후랑크소세지, 후랑크 소시지, 프랑크소시지, 후랑크소시지, 닭가슴살 소시지, 프랑크 소시지, 프랑크소세지, 닭가슴살소세지, 후랑크 소세지",,,,2026-09-07,90,14,-
비엔나소세지,재료,식재료 원물,육류/수산/달걀,가공육,소시지류,"감칠맛, 작은크기, 탱글함, 가공육, 한입크기, 짭짤함, 반찬용","비엔나, 줄줄이소시지",소세지,,,,90,14,-
분홍소세지,재료,식재료 원물,육류/수산/달걀,가공육,소시지류,"감칠맛, 추억의맛, 부드러움, 전분함유, 가공육, 부침용, 한식","옛날소시지, 분홍소시지",소세지,,,2026-09-07,60,10,-
페퍼로니,재료,식재료 원물,육류/수산/달걀,가공육,소시지류,"감칠맛, 짠맛, 매운맛, 기름짐, 가공육, 얇음, 피자토핑용",페페로니,소세지,,,2026-09-07,90,30,-
킬바사,재료,식재료 원물,육류/수산/달걀,가공육,소시지류,"감칠맛, 짠맛, 육즙많음, 탱글함, 말발굽형태, 가공육, 안주용",,소세지,,,,90,14,-
순대,재료,식재료 원물,육류/수산/달걀,가공육,소시지류,"고기향, 쫄깃함, 당면함유, 가공육, 분식, 쪄먹는용, 한식",찰순대,,,,2026-09-07,60,3,-
치즈소시지,재료,식재료 원물,육류/수산/달걀,가공육,소시지류,"고기향, 고소함, 식감추가, 치즈함유, 가공육, 짭짤함, 아이반찬",,-,,,,60,7,-
볼로냐소시지,재료,식재료 원물,육류/수산/달걀,가공육,소시지류,"고기향, 식감, 단짠, 큼직함, 슬라이스용, 가공육, 샌드위치용",,-,,,,90,14,-
마늘소시지,재료,식재료 원물,육류/수산/달걀,가공육,소시지류,"고기향, 향신, 식감, 마늘향, 가공육, 짭짤함, 알싸함",,-,,,,90,10,-
이탈리안소시지,재료,식재료 원물,육류/수산/달걀,가공육,소시지류,"고기향, 향신, 식감추가, 허브향, 가공육, 서양식, 요리용",,-,,,,60,5,-
시금치,재료,식재료 원물,채소류,잎채소류,시금치류,"구수함, 식감, 부드러움, 숙채용, 잎채소, 나물용, 한식, 건강식","섬초, 시금치나물",,,,2026-09-07,30,7,3
연씨,재료,식재료 원물,견과/씨앗/고추류,씨앗류,씨앗류,"건강지향, 담백함, 고소함, 씨앗, 뿌리채소유래, 한식부재료",,,,,,180,90,60
치아씨,재료,식재료 원물,견과/씨앗/고추류,씨앗류,씨앗류,"건강지향, 식감추가, 작은알갱이, 수분흡수, 다이어트, 슈퍼푸드","치아씨드, 치아시드",,,,2026-09-07,180,180,180
목화씨,재료,식재료 원물,견과/씨앗/고추류,씨앗류,씨앗류,"고소함, 건강지향, 씨앗, 기름용, 조리보조",,,,,,180,90,60
수박씨,재료,식재료 원물,견과/씨앗/고추류,씨앗류,씨앗류,"고소함, 식감추가, 씨앗, 단단함, 볶음용, 건강식",,,,,,180,90,60
해바라기,재료,식재료 원물,견과/씨앗/고추류,씨앗류,씨앗류,"고소함, 식감추가, 씨앗, 견과류향, 기름짐, 다용도",,,,,,180,90,60
호박씨,재료,식재료 원물,견과/씨앗/고추류,씨앗류,씨앗류,"고소함, 식감추가, 식이섬유, 씨앗, 초록색, 견과류향, 토핑용",,,,,,180,90,60
해바라기씨,재료,식재료 원물,견과/씨앗/고추류,씨앗류,씨앗류,"고소함, 식감추가, 식이섬유, 씨앗, 고소함, 견과류향, 영양간식",,,,,,180,90,60
들깨,재료,식재료 원물,견과/씨앗/고추류,씨앗류,씨앗류,"고소함, 향긋함, 식이섬유, 오메가3, 씨앗, 필수베이스, 한식","통들깨, 통 들깨",,,,2026-09-07,90,60,30
삼씨,재료,식재료 원물,견과/씨앗/고추류,씨앗류,씨앗류,"식이섬유, 건강효능, 고소함, 씨앗, 슈퍼푸드, 대마씨",,,,,,180,90,60
아마씨,재료,식재료 원물,견과/씨앗/고추류,씨앗류,씨앗류,"식이섬유, 점성, 오메가3, 씨앗, 고소함, 다이어트, 톡톡터지는",,,,,,180,90,60
차전자피,재료,식재료 원물,견과/씨앗/고추류,씨앗류,씨앗류,"식이섬유, 점성, 포만감, 가루류, 다이어트, 수분흡수, 건강식",,,,,,180,180,180
아쿠아파바,재료,식재료 원물,기타 기능성 식재료,식물성 대체재,아쿠아파바,"점도부여, 거품형성, 비건, 식물성, 액상, 계란대체, 베이킹용",병아리콩물,,,,,30,,
콜리플라워,재료,식재료 원물,채소류,잎채소류,양배추류,"구수함, 식감, 부드러움, 숙채용, 하얀색, 저탄수, 서양식채소","꽃양배추, 콜리플라워 라이스",,,,,60,7,2
브로콜리,재료,식재료 원물,채소류,잎채소류,양배추류,"구수함, 식감, 부드러움, 숙채용, 초록색, 필수채소, 건강식",브로컬리,,,,2026-09-07,60,7,2
케일,재료,식재료 원물,채소류,잎채소류,양배추류,"구수함, 식감, 부드러움, 숙채용, 잎채소, 쓴맛, 주스용, 쌈채소",,,,,,30,7,3
양파,재료,식재료 원물,채소류,뿌리채소류,양파류,"향긋함, 단맛, 아삭함, 필수채소, 뿌리채소, 알싸함, 볶음용","샬롯, 적양파, 햇양파, 자색양파, 양파가루, 간양파, 양파즙, 양파채, 자색 양파, 통양파, 양파 후레이크, 간 양파",,,,2026-09-07,90,30,30
샬롯,재료,식재료 원물,채소류,뿌리채소류,양파류,"향긋함, 단맛, 작은양파, 서양식, 뿌리채소, 고급풍미, 알싸함",,양파,,,,90,30,14
염교,재료,식재료 원물,채소류,뿌리채소류,양파류,"식감추가, 알싸함, 락교, 아삭함, 뿌리채소, 절임용, 일식",락교,,,,,,60,
날치알,재료,식재료 원물,육류/수산/달걀,건조해산물류,어란류,"톡톡한 식감, 색감, 짭짤함, 주황색, 어란, 토핑용, 일식",,,,,,30,,
어묵,재료,식재료 원물,육류/수산/달걀,가공육,어묵류,"해산물향, 식감추가, 짠맛, 쫄깃함, 생선베이스, 간편식, 한식","오뎅, 찐어묵, 사각어묵, 꼬치어묵, 납작 어묵, 봉어묵, 네모어묵",-,,,2026-09-07,30,7,-
굴비,재료,식재료 원물,육류/수산/달걀,건조해산물류,어포류,"감칠맛, 짠맛, 말린것, 참조기, 고급생선, 한식, 밑반찬",조기말림,,,,,90,,
진미채,재료,식재료 원물,육류/수산/달걀,건조해산물류,어포류,"단짠맛, 반찬용, 오징어베이스, 쫄깃함, 건조형, 짭짤함, 한식","오징어채, 백진미채, 명엽채, 오징어진미채, 진미오징어채, 홍진미채",,,,2026-09-07,180,30,60
건꼴뚜기,재료,식재료 원물,육류/수산/달걀,건조해산물류,어포류,"쫄깃함, 국물가능, 작은크기, 건조형, 바다향, 조림용, 한식",말린꼴뚜기,,,,,180,30,60
가쓰오부시,재료,식재료 원물,육류/수산/달걀,건조해산물류,어포류,"훈제향, 감칠맛, 얇음, 생선베이스, 일식, 토핑용, 감칠맛","가다랑어포, 가쓰오브시",,,,2026-09-07,180,30,60
연근,재료,식재료 원물,채소류,뿌리채소류,연근류,"아삭함, 담백함, 구멍송송, 뿌리채소, 단단함, 조림용, 한식",,,,,,30,7,
연어살,재료,식재료 원물,육류/수산/달걀,생선류,연어류,"감칠맛, 지방풍미, 붉은살, 부드러움, 연어, 수산물, 고소함",,-,,,,30,2,-
은연어,재료,식재료 원물,육류/수산/달걀,생선류,연어류,"감칠맛, 지방풍미, 붉은살, 연어, 수산물, 고소함, 담백함",,연어살,,,,30,2,-
청둥오리,재료,식재료 원물,육류/수산/달걀,육류,오리고기류,"기름지며 진한 맛, 조류, 보양식, 가열용, 쫄깃함",,,,,,60,3,-
오리고기,재료,식재료 원물,육류/수산/달걀,육류,오리고기류,"다용도, 대중육, 기름짐, 고소함, 불포화지방, 조류, 가열용","오리, 생오리",,,,,60,3,-
오리목살,재료,식재료 원물,육류/수산/달걀,육류,오리고기류,"쫄깃함, 특수부위, 오리고기, 고소함, 조류, 볶음용",,오리고기,,,,60,3,-
청오이,재료,식재료 원물,채소류,열매채소류,오이류,"식감추가, 수분감, 아삭함, 청량감, 생식용, 초록색, 채소",,,,,,,10,3
늙은오이,재료,식재료 원물,채소류,열매채소류,오이류,"식감추가, 수분감, 노각, 아삭함, 무침용, 한식, 채소","노각, 노각오이, 오이노각",오이,,,2026-09-07,,20,7
취청,재료,식재료 원물,채소류,열매채소류,오이류,"식감추가, 수분감, 오이류, 아삭함, 생식용, 초록색, 채소",,오이,,,,,10,3
오이,재료,식재료 원물,채소류,열매채소류,오이류,"신선함, 식감, 수분감, 샐러드용, 아삭함, 필수채소, 청량감","청오이, 다다기오이, 백오이, 오이채, 가시오이, 취청오이, 백다다기오이, 미니오이",,,,2026-09-07,,10,3
오징어실채,재료,식재료 원물,육류/수산/달걀,건조해산물류,오징어채,"감칠맛, 식감추가, 얇음, 쫄깃함, 오징어베이스, 건조형, 밑반찬",천사채,건오징어,,,2026-09-07,180,30,60
오크라,재료,식재료 원물,채소류,열매채소류,오크라류,"식감추가, 점성, 끈적임, 초록색, 채소, 서양식, 단면별모양",,,,,,30,5,1
우엉채,재료,식재료 원물,채소류,뿌리채소류,우엉류,"식감추가, 은은함, 뿌리채소, 아삭함, 조림용, 한식, 김밥용",,우엉,,,,30,7,
우엉,재료,식재료 원물,채소류,뿌리채소류,우엉류,"식감추가, 향긋함, 뿌리채소, 단단함, 흙내음, 건강식, 한식",우엉채,,,,,30,20,7
검은콩,재료,식재료 원물,두류/콩류,두류,원물콩류,"고소함, 색감, 식감추가, 단백질, 검은색, 콩베이스, 건강식","서리태, 흑두, 서리태콩, 서리태 콩, 검정콩",,,,2026-09-07,365,365,
병아리콩,재료,식재료 원물,두류/콩류,두류,원물콩류,"고소함, 색감, 식감추가, 단백질, 노란색, 이집트콩, 다이어트","칙피, 루피니빈",,,,2026-09-07,365,365,
팥,재료,식재료 원물,두류/콩류,두류,원물콩류,"단맛, 질감, 고소함, 붉은색, 팥베이스, 앙금용, 한식디저트",적두,-,,,,365,365,
렌즈콩,재료,식재료 원물,두류/콩류,두류,원물콩류,"단백질, 고소함, 식감추가, 납작한모양, 건강식, 다이어트, 슈퍼푸드",렌틸콩,콩,,,,365,365,
울타리콩,재료,식재료 원물,두류/콩류,두류,원물콩류,"단백질, 고소함, 식감추가, 얼룩무늬, 콩베이스, 밥용, 한식",,콩,,,,180,,
동부콩,재료,식재료 원물,두류/콩류,두류,원물콩류,"단백질, 고소함, 식감추가, 하얀색, 콩베이스, 떡고물용, 한식",동부,동부,,,,365,365,
쥐눈이콩,재료,식재료 원물,두류/콩류,두류,원물콩류,"단백질, 고소함, 식감추가, 검은색, 작은크기, 약콩, 건강식",약콩,콩,,,,365,365,
리마콩,재료,식재료 원물,두류/콩류,두류,원물콩류,"단백질, 식감추가, 고소함, 큰크기, 부드러움, 버터콩, 서양식",,콩,,,,365,365,
백태,재료,식재료 원물,두류/콩류,두류,원물콩류,"단백질, 식감추가, 고소함, 노란색, 메주콩, 대두, 필수베이스","메주콩, 백태콩, 흰콩",콩,,,2026-09-07,365,365,
날개콩,재료,식재료 원물,두류/콩류,두류,원물콩류,"단백질, 식이섬유, 독특한모양, 채소형태, 아삭함, 열대작물",,,,,,180,,
밤콩,재료,식재료 원물,두류/콩류,두류,원물콩류,"단백질, 식이섬유, 고소함, 밤맛, 콩베이스, 밥용, 한식",,,,,,180,,
잠두,재료,식재료 원물,두류/콩류,두류,원물콩류,"단백질, 식이섬유, 큰크기, 콩베이스, 고소함, 서양식, 건강식",파바빈,,,,,180,,
녹두,재료,식재료 원물,두류/콩류,두류,원물콩류,"담백함, 색감, 식감추가, 초록색, 콩베이스, 단백질, 해독음식, 한식",깐녹두,,,,2026-09-07,365,365,
강낭콩,재료,식재료 원물,두류/콩류,두류,원물콩류,"담백함, 색감, 식감추가, 붉은색, 콩베이스, 단백질, 밥용, 포실포실함",,,,,,180,,
